"id" "year" "TC" "Y1" "Y2" "W1" "W2" "W3" "ER" "LA" "TA" "ZSCORE" "ZSCORE3" "SDROA" "LLP" "lnzscore" "lnzscore3" "lnsdroa" "scope" "ms_county" "sample"
7045 2007 4426.954 36405.15 55021.52 24.39599 43.45 2.206255 0.100613107013189 0.47456255334552 115941.5542 121.8049 43.53907 0.0960888 108.2730012 4.80242058435165 3.77365869590901 -2.34248251506317 0.44600970492323 0.213635016144114 FALSE
7157 2007 1639.159 15180.82 19170.91 66.66666 69.44444 3.110429 0.110748661710317 0.540005785319749 35501.30484 50.55599 19.90247 0.2447654 0 3.9230814349844 2.99084384463114 -1.40745507820267 0.356058600466492 0.324115269402583 FALSE
7456 2007 1887.716 15563.07 26817.81 33.42939 54.23077 2.718044 0.0910050724037576 0.601435807618013 44589.64641 795.5159 19.97256 0.0139639 28.24513075 6.67899083500739 2.99435933150023 -4.27127985103683 0.300473086511351 0.201969466690656 FALSE
7634 2007 3349.873 8340.787 50879.84 28.49389 73.23077 3.56446 0.0852982918144524 0.807003705701613 63047.83936 31.78695 23.67318 0.3264097 209.0139676 3.45905582819981 3.16434276177714 -1.11960193819651 0.406244610737471 33.5675938521137 FALSE
8033 2007 3626.675 5824.146 88057.96 15.70796 49.33333 2.601059 0.095875797359208 0.84571980353203 104121.9085 25.46362 8.10332 0.532839 0 3.23725076683985 2.09227385424516 -0.629535964236617 0.384319700993662 0.635603655683306 FALSE
8462 2007 3126.736 46571.51 27730.13 52.27273 55.5 2.238831 0.113498652978374 0.290180221140186 95561.75087 266.1562 14.32485 0.0520867 0 5.58408335448176 2.66199579134179 -2.95484564112281 0.257988134685706 50.9190604716245 FALSE
8631 2007 1964.92 13669.7 32790.71 14.00359 42.05263 1.898324 0.110374235942683 0.606231435508322 54089.42539 95.19133 16.63296 0.1407819 82.85238353 4.55588886622149 2.81138626894769 -1.96054339465796 0.411541458064741 0.0273187622053477 FALSE
9357 2007 15278.73 34869.55 217738.9 70.16575 77.03846 3.23424 0.171207810687469 0.647480296450426 336286.5267 19.13178 33.80609 1.029079 2024.23437 2.95135082669277 3.52064096377375 0.0286642274715427 0.475413287558623 1.03016674203882 FALSE
9553 2007 2932.786 2565.599 59168.84 38.33866 71.69231 3.453876 0.097195070534844 0.835827029385435 70790.7712 160.7917 17.66686 0.0778344 0 5.08010973849724 2.87169056822036 -2.55317178613841 0.417487786287619 0.327035813061434 FALSE
9955 2007 3955.26 19308.37 43070.06 25.40733 74.37931 2.158766 0.125396590416881 0.549778888129887 78340.69465 137.4741 14.69068 0.1109368 28.24513075 4.9234355357276 2.68721327910763 -2.19879460919146 0.376754551878103 0.918763092771182 FALSE
10157 2007 2485.572 18814.08 31730.58 50.36496 54.73684 2.560091 0.0954374977223473 0.590496550461951 53735.41975 12.23492 16.9674 0.9616269 41.42619177 2.50429415825454 2.83129385595825 -0.0391287413828143 0.365763863013669 0.630197634338537 TRUE
10250 2007 22865.38 53270.32 315387 16.95544 62.66667 3.668777 0.0791435586559986 0.793833798417584 397296.0091 56.2943 23.37031 0.1692144 569.6101368 4.03059328668094 3.15146641333228 -1.77658872904838 0.538359721385252 3.48568797040123 FALSE
10849 2007 15731.6 64080.67 229019 16.32518 63.54167 3.862978 0.0843966877684156 0.725033292547452 315873.7707 46.93695 12.61356 0.2259244 757.9110085 3.84880521174598 2.53477242575579 -1.48755484894623 0.769119640317522 1.18724502239654 FALSE
10858 2007 20564.34 42877.99 311115.4 28.02566 48.93617 3.37971 0.0871705499242528 0.785050417531334 396299.8975 76.12264 12.80667 0.1473143 1181.58797 4.33234572390746 2.54996612895337 -1.91518687943808 0.286865829375075 1.09443577003946 FALSE
11145 2007 6694.096 11030.67 117940.4 17.25505 40.15625 2.687086 0.0993253558434389 0.804129091929346 146668.4904 54.42579 21.3065 0.2308544 296.5738729 3.99683812240341 3.05901219048147 -1.46596807021511 0.844099687864468 0.551269055306256 FALSE
11640 2007 12722.55 74272.45 143954.1 16.07681 73.06896 3.650533 0.090380534890651 0.592657632134302 242895.8849 91.2122 13.05424 0.1239357 237.2590983 4.51318866006344 2.56911298521332 -2.08799239625691 0.380580136554727 1.10020052376118 FALSE
11837 2007 3755.661 35161.42 45572.58 13.60424 65 3.230045 0.117734644871734 0.515078673123097 88476.93057 23.08602 17.77183 0.6354501 -112.980523 3.13922723951826 2.87761461941909 -0.453421712285276 0.686816530645627 1.10270399155518 TRUE
12030 2007 19711.34 21128.3 264342.4 28.71159 38.90816 4.214935 0.0899135381273792 0.848902420386082 311393.1515 44.75796 29.9135 0.2746627 3201.114818 3.80126930599758 3.39830988351564 -1.29221147959263 0.624593397921739 0.304016088978733 FALSE
12058 2007 5196.163 21140.54 65961.8 23.4355 47.59575 3.324764 0.111196280320086 0.70648507009917 93366.1627 164.9289 26.51326 0.0812571 175.1198107 5.10551447194167 3.27764498520366 -2.51013707697472 0.535195929297713 0.07528524096019 FALSE
12142 2007 7529.21 43426.89 78167.46 19.10417 49.8806 2.655823 0.124772379341792 0.553725913370892 141166.339 418.4553 20.8393 0.0327994 254.2061768 6.03657007418909 3.0368406270696 -3.41734505644228 0.531884403614293 0.595121289136421 FALSE
12245 2007 5130.257 24593.04 72607.88 27.26244 49.34091 3.100741 0.106528798261931 0.703794678590025 103166.2816 49.55082 32.26379 0.2470725 11.2980523 3.90299880957953 3.4739455487475 -1.39807346315619 0.811857413280151 0.127823151103382 FALSE
12647 2007 3195.466 10369.73 53263.73 5.785536 38.66667 3.327527 0.105678725060367 0.7395550640122 72021.3174 66.54578 36.25888 0.1931839 69.67132252 4.19789013186136 3.59068431681877 -1.64411269400947 0.516484808455375 0.419183681234987 FALSE
12946 2007 20983.31 108434.9 356740.7 17.37447 48.49624 3.286942 0.0847766075877711 0.711756489181053 501211.7282 60.42054 38.78321 0.1808923 245.7326375 4.10132911335652 3.65798742101497 -1.70985345243981 0.725369355375933 2.27024597846897 FALSE
12955 2007 6177.21 13761.03 93424.54 21.08969 52.78 2.757431 0.0924595700977159 0.781355351897566 119567.2875 32.4714 11.19058 0.3489067 155.3482191 3.48035970190838 2.41507235297345 -1.0529507277637 0.716816132437362 0.72052039782522 FALSE
13037 2007 4944.781 33280.3 52556.66 23.37796 43.71698 2.441905 0.117800603309692 0.530012760284213 99161.12203 5.981602 12.94593 2.258592 0 1.78868842506221 2.56078145303316 0.814741610283981 0.468920293326007 0.249624172471499 TRUE
14052 2007 2842.402 7675.144 47185.38 11.0177 36.08 2.975802 0.0820619974438064 0.717248281854736 65786.67554 66.05721 22.86238 0.1634862 0 4.19052118473832 3.12949276493339 -1.81102669587674 0.6164034578131 0.317500476922099 FALSE
14155 2007 5546.402 6730.814 87545.78 8.173751 50.68182 3.147026 0.104409185961838 0.828086429326715 105720.5829 50.19747 23.80898 0.2696118 321.0529862 3.91596462702127 3.17006282043793 -1.31077213235581 0.436406091576796 0.0852471530146568 FALSE
14865 2007 9612.76 38856.83 141487.4 23.01648 53.93258 2.332867 0.0899996380470369 0.724189485633515 195373.4524 32.5475 11.66846 0.3612528 225.961046 3.48270056078942 2.45688947529419 -1.01817728872048 0.39613539346334 1.22584675110549 FALSE
16337 2007 23685.43 54514.98 337872 12.22596 51.60625 3.449752 0.0904320248324876 0.77119821436699 438113.0476 89.14537 34.01842 0.1319985 847.3539225 4.49026840801937 3.52690214262053 -2.0249647200967 0.633526244702712 7.55724781758663 FALSE
16458 2007 8556.392 67107.61 108075.3 13.43284 55.3 1.900928 0.143178644628017 0.564075929040889 191597.0784 134.65 38.18383 0.1238331 5.64902615 4.90267881925761 3.64241212756714 -2.08882058774724 0.657906509328326 0.583369766125267 FALSE
16551 2007 7132.837 7975.483 127506.1 16.06964 55.25 3.378513 0.0989377330446538 0.843762192814366 151116.157 46.79645 12.61302 0.28245 150.6406973 3.84580734534563 2.53472961376938 -1.26425373521087 0.762016692979158 1.77341833648565 FALSE
16748 2007 2237.014 12317.7 30034.93 24.17178 52 2.577284 0.0944630385795643 0.610136739573753 49226.55538 26.46275 22.78581 0.4401546 108.2730012 3.27573808374749 3.12613797378772 -0.820629250147213 0.471531903914 0.539577161865434 FALSE
17259 2007 2868.764 23167.6 31927.35 32.91627 36.5 3.286376 0.0973074098538781 0.537425243437622 59407.98351 89.10479 19.38809 0.1383567 20.71309588 4.48981309285218 2.96465896001898 -1.97792014602154 0.47134399575804 0.93335847975665 FALSE
17839 2007 8353.968 43033.34 135504.1 18.15489 52.44681 3.040952 0.0774718087347061 0.702272218838078 192950.9617 67.10139 11.84713 0.1659069 464.1616487 4.2062047591133 2.47208564415459 -1.79632849133056 0.576134235094647 44.1796945779265 FALSE
17950 2007 8796.476 52365.53 117258.7 12.59746 52.56923 2.947398 0.0903147724487744 0.629197488254844 186362.3142 110.1448 16.83954 0.1011551 225.961046 4.70179586378176 2.82372969252661 -2.29110029647137 0.51626927446144 0.305768576039452 FALSE
18050 2007 12581.32 86071.39 155396.2 12.97667 44.45218 2.455209 0.112502370902224 0.565737071547856 274679.189 91.2344 21.14332 0.1549526 112.980523 4.51343201894335 3.05132401636107 -1.86463601528283 0.678584900496269 1.72344086310439 FALSE
18135 2007 8652.425 32958.3 119840.3 8.162786 65.72414 2.651828 0.0808488478865505 0.607671805700729 197212.2104 185.2772 18.39266 0.0550824 56.4902615 5.22185308200792 2.91195167198449 -2.89892503308621 0.433322296692212 0.127006335836662 TRUE
18827 2007 5351.511 45807.95 87938.39 31.10236 38.51064 2.130863 0.103787931017598 0.580479164130187 151492.7588 123.9487 21.53915 0.0998096 112.980523 4.81986777032616 3.06987220948258 -2.30449090790614 0.586151335099211 0.147903818106207 FALSE
18836 2007 6489.79 8239.104 112430.7 21.32616 39.46429 3.273016 0.100628576085122 0.85394137976153 131660.911 30.40326 22.79075 0.4397145 161.9387496 3.41454983950482 3.12635475188679 -0.82162962630931 0.547052051728475 0.0847907431548514 FALSE
18854 2007 3441.198 5643.377 58849.67 16.91542 44.14286 3.115299 0.0753508329498968 0.78668426770899 74807.22879 15.3314 10.04139 0.5967215 71.55433123 2.72990301291484 2.30671555089593 -0.5163047735966 0.451175215267683 0.329410205841693 FALSE
18957 2007 2912.073 11293.34 36774.22 53.2197 59.17647 3.484759 0.0760624069784342 0.68930893242746 53349.40296 58.33609 13.79835 0.1617277 137.4596363 4.06622094128168 2.62454901979728 -1.82184122218449 0.422384327405582 0.475606851098456 FALSE
19356 2007 3390.357 24686.24 44880.57 34.58738 47.06897 2.795844 0.0974218504641959 0.604215766245142 74279.04485 73.24603 11.59106 0.1677029 7.532034867 4.2938240484762 2.4502341113232 -1.78556131751776 0.452575378328017 0.871699113905009 FALSE
19936 2007 10859.31 71180.55 152986 10.71629 46.25424 3.007825 0.0674256484201419 0.627531083946182 243790.314 17.57218 11.65401 0.5216823 1173.114431 2.86631696963038 2.45565032679499 -0.650696497073908 0.625561093752532 55.8203054220735 FALSE
20053 2007 3335.75 8400.102 54836.04 31.25 43.10526 3.549009 0.126343008041066 0.731034764513907 75011.53524 30.6862 19.3229 0.4895225 250.4401593 3.42381304213196 2.96129092103963 -0.714324852797258 0.533401911783615 0.183963368770846 FALSE
20147 2007 3589.015 16101.61 33848.96 27.99745 50.15385 2.895661 0.0781902523369963 0.591062950346073 57267.9441 14.48799 13.3281 0.6300168 566.7856237 2.67332003035448 2.58987458839754 -0.462008793285441 0.604795213640015 0.439801063490125 FALSE
20259 2007 3581.483 28600.08 51250.79 8.351178 40.57143 2.001 0.126519833867316 0.538981744490995 95088.17418 21.97701 19.23379 0.702382 560.1950932 3.08999690696513 2.95666862806494 -0.353277863413283 0.657747998548721 0.0583780997853267 FALSE
20370 2007 9050.682 7245.817 130444.5 28.50944 64.32394 2.571461 0.11310767708191 0.841936153683939 154933.9572 22.75666 15.79579 0.6315097 122.3955666 3.12485784980759 2.75974344883109 -0.459641977056194 0.83887058619878 0.0488210356271613 FALSE
20512 2007 3442.14 28280.91 50388.37 52.75168 46.16129 2.771791 0.0908925059871636 0.610348266930233 82556.75117 256.6952 41.01078 0.0441698 78.14486174 5.54788938883199 3.71383495897437 -3.11971398134411 0.799716656688721 0.785249706768333 FALSE
20633 2007 11339.48 67373.11 131382.2 21.21547 44.40964 3.26356 0.0964741981231967 0.57424024199479 228793.0911 55.7557 12.07759 0.1981463 111.0975143 4.02097964726632 2.49135166929198 -1.61874963224272 0.600577494754117 1.30254441250854 FALSE
20839 2007 12802.58 10801.88 172241.6 8.945634 51.23077 4.565841 0.0972288404388988 0.871074022618927 197734.7453 42.47342 32.69245 0.2694874 2019.526849 3.74887846851415 3.48714416439458 -1.31123364297281 0.75731415773593 0.954309902749948 FALSE
20857 2007 4336.569 66259.31 33145.66 21.96478 64.86667 2.136094 0.0559243021372076 0.212042541065268 156316.0856 35.97597 17.07407 0.1992627 77.20335738 3.5828512155788 2.83756093838058 -1.61313122432173 0.325694526644104 1.71339613691983 FALSE
20866 2007 8361.5 12413.74 167851.4 6.779184 50.22951 3.14245 0.0853015500930912 0.833473600448899 201387.7823 32.24864 14.68842 0.3477682 0 3.47347587180994 2.68705942824055 -1.05621911309949 0.730414456995474 0.974068378270745 FALSE
21630 2007 2285.031 34293.36 25358.48 27.20247 37.77273 2.367567 0.0889258727899611 0.373538613298684 67887.17176 36.99755 8.719588 0.3324576 4.707521792 3.61085169423562 2.16557198909826 -1.10124294581443 0.539477288199547 0.437163711188121 FALSE
21658 2007 5907.94 27665.16 86121.29 24.80469 45.54546 3.217712 0.095766311105567 0.689813305522237 124847.2439 48.93916 30.80862 0.2351635 112.980523 3.89057789399309 3.42779452095306 -1.44747426207526 0.504299558803635 0.526324145410452 FALSE
22048 2007 10463.88 42377.11 106306.2 23.23864 51.73684 3.590087 0.090744173315644 0.64005601510971 166088.9008 3.496577 8.302069 3.092129 611.9778329 1.25178448994133 2.11650476084661 1.12885985042411 0.444056608087306 0.58895226390043 FALSE
22235 2007 17845.27 54096.02 234667.1 10.66976 49.89655 4.06631 0.0871965301882218 0.744551966662887 315178.9405 140.6875 15.90484 0.0782475 1836.875003 4.94654111866695 2.76662346542086 -2.54787839895404 0.784749832040328 72.4423131466408 FALSE
22356 2007 12860.01 46181.73 180504.3 20.67149 56.86905 3.205653 0.0760685670747705 0.699428792670204 258073.8767 28.87711 11.81262 0.3517048 282.4513075 3.36304923976529 2.46916845149842 -1.04496309159988 0.477300515070227 0.280245565699982 FALSE
22459 2007 4238.653 15596.02 73285.76 9.751888 40.8913 2.513442 0.0974764612424351 0.747165958485456 98084.98255 567.5957 23.08117 0.0223671 0 6.34140936949962 3.13901713359594 -3.80016414979173 0.398372992570934 0.688051187570063 FALSE
22543 2007 3011.873 11558.85 50930.68 29.44112 48.48 2.480523 0.169640717035583 0.678349762874425 75080.26506 108.7739 35.94507 0.1860696 61.19778329 4.68927141593782 3.58199193985361 -1.68163448171349 0.848767146962767 0.207344307238201 FALSE
22552 2007 2366.942 3969.382 39485.75 42.88747 60.84615 3.331766 0.0854812339585115 0.855199809104748 46171.37373 110.3746 21.55438 0.1021474 97.91645327 4.7038800349085 3.07057904415749 -2.28133841080797 0.35603420494264 0.140581389442275 FALSE
22730 2007 4326.212 28482.39 57028.8 17.82268 38.9 2.570569 0.105310327625768 0.596433509090861 95616.35812 148.534 26.87891 0.0873271 0 5.00081388826523 3.29134196423751 -2.4380944404822 0.541317594364928 0.234496031751327 FALSE
22936 2007 14050.07 8140.247 229862.6 14.82105 53.33333 4.142708 0.08441998497685 0.861144567521185 266926.8421 64.73626 16.30917 0.1770567 790.863661 4.17032147728968 2.79172752631289 -1.73128525872283 0.661247475295237 0.171903149824299 FALSE
22954 2007 3555.12 7019.856 52814.63 17.96407 62.13636 3.317665 0.0944365117592308 0.770210918358591 68571.64543 138.7736 26.96962 0.0896493 129.9276015 4.93284382825295 3.29471104732305 -2.41184988710426 0.453763882197786 0.310596287986977 FALSE
23036 2007 27375.18 72187.02 491222.4 14.63642 41.3211 3.978909 0.0837689113871585 0.832189493429763 590277.099 52.7772 8.775672 0.2240613 1960.212074 3.96607927927008 2.17198334761632 -1.49583560385107 0.789937645863389 3.55704891439138 FALSE
23456 2007 4023.048 15870.94 56168.27 13.27327 55.29167 3.200136 0.0934562408602408 0.724550064048445 77521.58586 95.05488 24.17805 0.1241147 225.961046 4.55445440901578 3.18544519677336 -2.08654914092597 0.482405193695187 0.240126133159112 FALSE
23504 2007 22868.2 181917.5 353286.3 13.89897 77.3741 2.014339 0.0743375883564125 0.617974497433387 571684.2709 27.41483 14.25368 0.3754093 564.902615 3.31108410785192 2.65701511898904 -0.979738381561735 0.728945876086386 4.0102779373729 FALSE
23540 2007 5391.054 79775.55 41541.05 11.239 48.09524 2.404733 0.205413045820614 0.273830250042003 151703.6558 91.96986 42.45255 0.2392737 28.24513075 4.52146091467794 3.74838698162456 -1.43014719399402 0.569231997274502 1.45321914023796 FALSE
23643 2007 11868.6 46367.21 91556.59 44.09972 47.22917 4.004184 0.0814200630860126 0.612539910692717 149470.4074 6.363295 12.93478 1.240426 3541.939396 1.85054632495502 2.55991980737584 0.215454869004808 0.409850783258244 0.530022984078594 FALSE
23755 2007 7186.503 13008.77 104797 9.995484 47.05172 3.295895 0.0925026274232009 0.798966621754181 131165.6797 53.54187 19.40095 0.2152916 151.5822017 3.98046396463953 2.9653220339425 -1.53576189070039 0.777291953854516 0.577582063233952 FALSE
24668 2007 6421.06 48492.18 81585.12 23.31184 47.7193 2.500452 0.0992838693826651 0.533143843152667 153026.4694 34.11624 29.268 0.3488337 89.44291404 3.52977351725449 3.37649476902178 -1.05315997464195 0.616630191798391 42.0935135185857 FALSE
24949 2007 29208.29 56459.19 454592.2 22.38156 50.53416 3.806633 0.090450980641067 0.802723873539635 566312.047 155.8557 19.63602 0.0729721 531.0084581 5.04893057917304 2.97736563473267 -2.61767810266846 0.565015168603487 1.75417363433606 FALSE
25357 2007 5012.569 78899.01 55227.7 28.00963 36.7 5.329761 0.0745985442623856 0.3838487324746 143878.813 14.9825 11.68782 0.7362434 117.6880448 2.7068828533502 2.45854727391913 -0.30619450840287 0.473113250711117 0.633563763465116 FALSE
25647 2007 4876.051 21695.08 54710.82 70.93275 55.77419 3.841896 0.0846156455642422 0.646550305873733 84619.58722 58.07659 15.0665 0.1705063 0 4.0617626566717 2.71247373616199 -1.76898303279458 0.866437394102525 0.0544957317349913 TRUE
25852 2007 19507.97 58856.26 291102.8 19.76744 59.62 2.862429 0.118024368059718 0.765124261685943 380464.7357 65.3969 39.36209 0.2230969 0 4.18047485672809 3.67280317036782 -1.50014907275449 0.728016872319252 1.67535903855318 FALSE
26149 2007 2192.764 13876.83 31864.27 14.91329 49.77778 2.869087 0.129580861489446 0.627670554150359 50765.915 162.7828 19.90673 0.0950298 0 5.09241679688132 2.99105786551155 -2.35356475235968 0.469214385224451 0.31852450373983 FALSE
26242 2007 14691.23 93103.48 192296.6 18.7017 50.58779 2.443443 0.152835005734997 0.575265482856249 334274.5319 93.14997 24.94769 0.1905737 0 4.53421077498635 3.21678123274092 -1.65771628259243 0.666606428503536 0.326355397811101 FALSE
26765 2007 3073.07 27417.55 38571.55 16.4497 27.56522 1.160595 0.156764149994607 0.398381883880836 96820.5422 17.36738 17.01813 0.8917173 106.3899925 2.85459373410371 2.83427924636869 -0.114606124885621 0.518953747240993 76.7988768002689 FALSE
26859 2007 18105.13 941.5043 320930.6 33.82103 66.64407 2.724559 0.112945888851442 0.93719243676155 342438.3162 22.67814 15.13518 0.6458499 812.5182613 3.12140146491449 2.71702183536629 -0.437188155138838 0.706076853681882 1.67267901961958 FALSE
26916 2007 12142.58 86856.6 317609 23.99553 44.69307 2.653213 0.0856307440985799 0.736702654347047 431122.3777 29.97916 14.98058 0.414811 345.5320995 3.4005024736028 2.70675469563059 -0.879932284174139 0.811851193649687 0.420908868766712 FALSE
27548 2007 20565.28 86867.9 277842.7 28.2597 52.61972 3.520606 0.0826851318575532 0.635503742328039 437200.7299 89.23136 15.09546 0.1187837 532.8914668 4.49123254730661 2.71439403636127 -2.13045108685432 0.535459251527741 3.56468395569182 TRUE
27614 2007 11254.74 81965.48 147812.4 23.15659 39.21348 2.852142 0.0839314018077698 0.55974237157956 264072.2009 59.94308 20.71313 0.1785012 150.6406973 4.09339544528642 3.03076779870532 -1.72315995509596 0.777434479682221 0.185555657843146 FALSE
27838 2007 15161.99 41433.72 269536.7 12.51892 71.18073 3.01505 0.0875216085493555 0.833337238457856 323442.5243 387.5457 27.78117 0.0292609 263.6212203 5.95983377732343 3.32435845306999 -3.53150312514823 0.706291231914238 11.5683148782117 FALSE
