"id" "year" "TC" "Y1" "Y2" "W1" "W2" "W3" "ER" "LA" "TA" "ZSCORE" "ZSCORE3" "SDROA" "LLP" "lnzscore" "lnzscore3" "lnsdroa" "scope" "ms_county"
436542 2007 4434.485 14452.09 79664.45 53.95683 62.95833 3.42197 0.103483116943831 0.798042010419554 99824.8826 126.7781 19.80166 0.1021135 0 4.84243831415278 2.98576577257009 -2.28167033924177 0.454773299971644 0.0974599802359918
449430 2007 6010.564 15368.18 83397.52 17.41294 45.86111 4.055349 0.085546912600409 0.779113796816784 107041.5135 25.47075 11.13394 0.4003356 282.4513075 3.23753073496537 2.40999810084793 -0.915452083637916 0.569801659599541 0.104505645470608
732637 2007 2448.853 22395.56 27587.96 35.5198 34.34211 1.622679 0.11222269527119 0.482941610028382 57124.83544 33.94031 35.33392 0.4313128 153.4652104 3.52460339352984 3.5648434090797 -0.840921698050189 0.523572977253613 0.0557715189636165
822408 2007 7271.238 59445.64 116592.1 52.78471 73.74468 2.712912 0.0751548412706534 0.624664374182383 186647.59 95.14883 11.6959 0.1016875 29.18663511 4.55544229729241 2.45923835303927 -2.28585089400288 0.902153062675106 0.182225813431565
1904673 2007 15887.89 42676.51 290219.7 38.11485 64.35555 2.200693 0.129034000926886 0.792217514171227 366338.4043 28.02148 13.62023 0.5868407 382.2507695 3.33297135892867 2.61155618750977 -0.533001875882014 0.686332872974494 0.357659660726341
2583721 2007 8879.327 10596.63 126408.3 12.06144 54.77049 3.744963 0.152214481925656 0.734945476239785 171996.8407 44.08344 18.6349 0.4192445 70.61282688 3.78608420172711 2.92503616667051 -0.869300997029151 0.516773525247479 0.167922147852093
2685764 2007 5318.558 8576.163 82842.02 8.379889 54.02128 2.610969 0.10357268130884 0.789436312838808 104938.1928 18.594 10.10803 0.6577723 129.9276015 2.92283894803367 2.31333015746772 -0.418896456177683 0.703823585496195 0.102452153510358
2920287 2007 6686.564 23331.42 91095.26 20.11288 48.53846 4.228863 0.0757022337654715 0.734734682985945 123983.8844 269.916 17.87512 0.0355949 414.2619177 5.59811079948216 2.88340980184425 -3.33555290981359 0.771888297892432 0.121046642966004
763752 2007 2398.012 46031.09 32560.99 10.61653 30.78788 1.268758 0.104859031272355 0.345770880572242 94169.26592 28.54064 15.46421 0.4234166 18.83008717 3.3513290364644 2.7385283217414 -0.859398714625739 0.624065295515663 100
177546 2007 12147.29 17664.5 107173.3 19.86527 54.7931 5.227937 0.098082544094731 0.778695021962476 137631.9316 13.01488 13.30391 0.6926478 1917.844378 2.5660933182734 2.588057976985 -0.367233634090613 0.701358235707483 0.0967098525373819
180201 2007 2267.143 12437.27 33784 21.3228 43 2.027414 0.117256233374463 0.654966579994863 51581.25778 115.6149 25.62859 0.117381 22.5961046 4.75026484066589 3.2437085252068 -2.14233022454934 0.804674381773621 0.0362446110841075
374934 2007 13408.91 81301.73 141070.3 13.07129 67.41177 3.286454 0.0865688842482057 0.592420505027575 238125.2823 123.6712 19.9908 0.08726 254.2061768 4.81762643094939 2.99527216772153 -2.43886311128667 0.540332999428408 0.167323532184267
2068134 2007 12063.5 72672.84 137721.4 18.22584 56.66327 2.345186 0.0705723494372621 0.576778808061042 238776.8033 110.086 19.38568 0.0891146 484.8747446 4.7012618785136 2.96453464917672 -2.41783209709857 0.431650176441084 0.167781336554972
2493110 2007 15385.12 39216.48 201926.3 10.02323 48.2233 3.757032 0.0937738366733029 0.747041835669466 270301.1938 36.12941 24.25057 0.3050545 975.3985153 3.58710721510648 3.18844012226189 -1.18726482981303 0.742662589246785 0.189932585332373
109574 2007 7325.845 34218.98 101971.5 16.6071 58.68889 3.067436 0.108746318744639 0.676779080980712 150671.767 45.00106 19.92943 0.2664804 141.2256538 3.80668604504845 2.99219753371536 -1.3224545840471 0.926445066221182 0.247210343157126
222446 2007 17128.79 50744.26 259543.6 194.095 59.94565 3.30607 0.0975475254718765 0.737341253693939 351999.293 43.84734 18.8716 0.2630609 850.1784356 3.78071405563272 2.93765814645896 -1.33536971467464 0.61810743047329 0.577532657552199
258306 2007 13542.6 6603.711 274445.7 24.83638 72.75903 2.435182 0.103321552435403 0.878047985300945 312563.4414 46.13593 8.668826 0.2652918 278.6852901 3.83159203905862 2.15973337216586 -1.3269249267217 0.781122487864137 0.512829424817632
477303 2007 12041.84 50032.48 222116.9 14.80718 45.97436 2.588402 0.0827194140194655 0.735191333133272 302121.2166 45.79682 14.35621 0.2286226 65.90530508 3.82421465639519 2.66418260120846 -1.47568266986585 0.697136319892694 0.495696646543837
613839 2007 9250.28 38967.93 136072.8 20.27187 45.16456 3.050392 0.117004616835031 0.701236758091161 194046.8728 36.73753 30.12502 0.4018641 22.5961046 3.60379884834899 3.40535605571101 -0.911641307219671 0.824885508083907 0.318376793267814
635907 2007 22408.75 126327.3 286819.9 19.19668 68.52041 3.63146 0.115747529948657 0.616996180329812 464864.9524 23.67395 14.88544 0.5209454 112.980523 3.16437528750784 2.70038355399054 -0.652110041185004 0.775921122961909 0.76271372329844
897853 2007 3705.761 12572.85 45510.44 71.69231 44.65517 3.53934 0.0928694231661717 0.741881061954187 61344.65797 38.22928 21.33207 0.3300056 312.579447 3.64360171415404 3.06021157418806 -1.10864565496862 0.522257606055128 0.100649473020518
2482824 2007 20954.12 22223.27 260443.6 17.80602 44.36735 3.371295 0.0785399588583107 0.858603743768753 303333.8742 16.98676 9.163227 0.5882919 4939.131864 2.8324342170862 2.215198409222 -0.53053202569198 0.40262109717877 0.49768627942196
3217331 2007 8224.982 31912.29 110448.8 13.64994 59.725 3.662986 0.0900782849482471 0.690348856136958 159989.8356 25.56739 25.56739 0.4147845 582.7911978 3.24131771135182 3.24131771135182 -0.879996170730923 0.479521739638749 0.262498694664729
537355 2007 3090.017 21552.92 28482.39 17.98848 43.65625 2.421613 0.113673047562502 0.420961818990078 67660.26921 41.36546 17.1644 0.3165149 0 3.72244623309282 2.84283747144873 -1.15038496109685 0.252329213752349 0.28523844225763
767255 2007 4377.054 7202.508 78139.21 25.42373 54.3 2.707512 0.0914654078843341 0.730754643332695 106929.4745 47.49249 26.9977 0.262298 52.72424407 3.86057159327748 3.29575167719068 -1.33827401699541 0.657390288703667 0.450787398482581
1940747 2007 7471.779 6550.046 132819.9 59.01848 51.25714 3.372038 0.123093745396989 0.870299063244098 152614.0905 107.0482 107.0482 0.1332981 522.5349189 4.6732792003217 4.6732792003217 -2.01516730546245 0.87715016042271 0.643382090391552
491402 2007 13216.84 44233.76 210060 15.69607 61.29787 2.790472 0.111391277671724 0.721285844123788 291229.8941 51.71732 16.41548 0.2448584 77.20335738 3.94579273508235 2.7982247920734 -1.40707519470387 0.870822862749852 1.30763560183993
616755 2007 16494.21 265726.4 156954.4 26.84141 50.67143 2.87622 0.0601127552764467 0.357604613014569 438904.8527 20.20437 13.9475 0.4367564 242.9081245 3.00589891764343 2.63530028073755 -0.828379676383292 0.889379198349921 1.97070294924381
734350 2007 5517.215 20322.37 77949.97 31.52015 45.85106 2.581212 0.0802166198567365 0.626190275606385 124482.8817 37.42166 27.93875 0.2924948 0 3.62224968116613 3.33001461410217 -1.22930839024603 0.315717186362266 0.558933856819847
743679 2007 13318.52 60456.82 224514.9 17.60245 59.10227 3.260954 0.100891253744295 0.725103323822021 309631.5968 70.16931 24.55293 0.1764348 268.3287421 4.25091103595377 3.20083119538793 -1.73480387595481 0.718863804820439 1.39026009222529
851060 2007 1656.106 19263.18 10410.21 16.8254 46.05263 1.936276 0.136042854659354 0.254177974785516 40956.38109 25.56312 42.44491 0.6567321 0 3.24115068778762 3.74820699979659 -0.420479106212362 0.351631623891587 0.183896032381271
1014246 2007 1747.432 5729.996 27734.84 21.19565 42.33333 2.703989 0.0903229183248876 0.772122166545996 35920.27428 46.56531 18.66623 0.2356802 44.25070484 3.84085584331214 2.92671600893628 -1.44527947765989 0.393300754459155 0.161283681476239
57572 2007 2318.925 9132.592 38346.53 9.440684 62.09091 2.128149 0.093408706445984 0.652227507398241 58793.18116 69.08963 41.33007 0.1624339 0 4.23540464715274 3.72159032220718 -1.81748412919616 0.825778747183784 0.261018388039032
113601 2007 22378.62 12572.85 374163.3 165.5067 61.72165 3.931478 0.114613852359698 0.889536141866332 420627.4286 26.81515 24.43801 0.5471971 621.3928765 3.28896702630326 3.19613970709304 -0.602946212395442 0.72782007167185 1.86741882667291
190451 2007 7833.316 35138.82 107579.1 28.47747 49.15789 3.240128 0.11072967137592 0.715789984149604 150294.2237 88.84179 38.86712 0.1504725 92.26742712 4.48685714740497 3.66014864898815 -1.89397493574181 0.535243337167659 0.667246698133108
561659 2007 20586.93 97173.61 317504.5 16.45833 47.63115 3.270232 0.0829068380597837 0.725786834648913 437462.4681 51.97944 10.21774 0.2067214 1903.721813 3.95084825578094 2.32412542529225 -1.57638328596501 0.47949895923799 1.94215971985412
733054 2007 9960.175 108043.3 77246.66 42.89746 66.04 3.474379 0.0801668979637656 0.370472688489268 208508.3797 38.00584 19.36304 0.2688049 112.980523 3.6377398321287 2.96336609431472 -1.31376944133263 0.387069695861381 0.925694444289607
769334 2007 2882.886 26276.45 29849.46 28.24742 54.86666 3.323992 0.0713112745577513 0.473278888505609 63069.49396 34.71289 30.86356 0.2452967 47.07521792 3.54711108771565 3.42957619997052 -1.40528678072298 0.41773767186565 0.280003519508089
832528 2007 1836.875 21386.27 34218.98 15.28701 42.86364 2.324191 0.121010974603655 0.57304812614575 59713.97242 17.82397 18.83641 0.9075894 -497.1143012 2.88054418061958 2.93579169897389 -0.0969632052984645 0.631478585745597 0.265106335751056
908450 2007 7051.868 7077.288 94984.61 16.85993 50.09434 2.692425 0.0711645690891127 0.645059408751976 147249.3986 17.37746 11.64737 0.5245788 216.5460024 2.85517396416278 2.45508040345314 -0.64515962410822 0.45843864751915 0.6537288832474
2009605 2007 21487.95 115503.8 385926.4 19.71848 53.95454 3.180023 0.091011674914738 0.736575017711223 523947.1754 80.0968 17.17765 0.145785 60.25627893 4.38323590321387 2.84360912023834 -1.92562234535859 0.4573893355818 2.32611749257679
2792064 2007 6023.745 20857.15 108355.9 11.43552 46.32143 3.849873 0.0774141756570091 0.740725801703869 146283.4152 189.2247 9.227667 0.0528839 56.4902615 5.24293519777978 2.22220625383465 -2.93965633426717 0.74148673332295 0.649440300371534
2905761 2007 2592.903 6388.107 27085.2 161.2245 49.85 3.6048 0.103505468684944 0.662582403203652 40878.23623 34.14538 5.492424 0.3807695 127.1030884 3.53062729135977 1.70336968813037 -0.965561073810481 0.745133897172656 0.181483143386918
187451 2007 2497.811 14027.47 29153.68 16.39073 49.05263 3.271821 0.112816926498783 0.583298749000704 49980.70037 28.21293 25.54551 0.4696499 0 3.33978038349848 3.24046156735152 -0.755767755466154 0.358517223818699 0.122576054258498
303701 2007 5373.166 31001.86 72719.91 12.52106 46.72131 2.14993 0.123710151177171 0.614952198646002 118252.9474 32.97158 26.89529 0.4302103 56.4902615 3.49564597828906 3.29195117834043 -0.843481120082727 0.589029314049517 0.290011536241498
368933 2007 2221.009 10634.29 31861.45 104.1534 43.4 2.212508 0.184378011425415 0.666830894660392 47780.40468 673.2952 29.57534 0.0316544 39.54318305 6.51218386646003 3.38694090599448 -3.45287811951729 0.374704623308255 0.117179900105283
376442 2007 10156.95 36594.39 160493.5 19.33872 54.51563 2.673787 0.087779452939151 0.669679693905046 239657.1099 46.69395 10.48814 0.2281797 188.3008717 3.84361460596128 2.35024509496117 -1.47762180256629 0.435825605184694 0.58775132579314
411624 2007 6760.943 16232.48 85721.15 78.57143 45.70454 3.856258 0.105840959797365 0.697539209321059 122890.7979 54.88163 14.62114 0.2299999 207.1309588 4.00517868414274 2.68246842665791 -1.46967640484164 0.616872491739535 0.3013857148809
548641 2007 2724.714 34370.56 36432.45 38.9325 44.35 2.957792 0.101961072407426 0.468140156341533 77823.80876 120.0279 14.13082 0.1040782 4.707521792 4.78772421575811 2.64835822756746 -2.26261273931637 0.45191331652025 0.190860378797223
593333 2007 2314.218 10072.21 32915.93 24.55573 50.0625 2.758691 0.0688631201397903 0.657075119635411 50094.62239 71.69424 10.71546 0.119828 0 4.27241040965053 2.37168755847536 -2.12169789773827 0.391004393761427 0.122855444335095
835378 2007 2381.064 5954.074 28430.61 21.81818 44.07143 4.118734 0.119434772577915 0.649481719545179 43774.30364 32.96495 31.0019 0.4032173 112.980523 3.49544487580391 3.43404849292955 -0.908279656399415 0.853039289850155 0.107355066623381
860352 2007 2713.416 8602.525 40079.84 24.77612 51.25 2.911824 0.0819489275792423 0.678709215825325 59053.03636 60.12848 20.2321 0.1731993 23.53760896 4.09648360616886 3.00727045202053 -1.75331232443241 0.376854819286742 0.144825665414988
866859 2007 6158.38 17479.03 92718.41 11.68683 54.02083 3.02091 0.0958118239390845 0.772511570023458 120022.0341 57.76436 5.430927 0.2117266 96.97494891 4.05637197650028 1.69210983760719 -1.55245945923054 0.406799181567606 0.294350164266353
945969 2007 3809.327 25507.24 40672.05 56.19596 48.68571 2.554372 0.0822288056425262 0.512139933873082 79415.89263 8.190042 12.2483 1.239813 0 2.10291902605696 2.50538715185032 0.214960561792896 0.292209458404106 0.194764913095233
1007417 2007 20155.72 163365.1 340699.3 24.26703 59.07609 1.607954 0.127936544310987 0.609093881729348 559354.3298 131.2678 35.13343 0.1191927 306.9304208 4.87723951132392 3.55915309885852 -2.12701376783697 0.793171054308305 1.37179843763143
47500 2007 13309.11 49309.41 215219.4 10.23022 55.15054 3.260243 0.149083734019663 0.759289627022101 283448.3606 35.03481 19.23629 0.4658146 0 3.55634213865951 2.95679859920113 -0.763967578098676 0.836720288641302 0.782780986713938
352820 2007 3890.296 26354.59 60503.89 27.46694 39.26471 2.792186 0.0922572584007515 0.638321282668463 94785.95128 70.08619 10.97053 0.169758 63.08079201 4.24972577035305 2.39521258670257 -1.77338138552422 0.384504863632414 0.261764225104422
703767 2007 20544.57 79437.55 321727.1 46.41844 66.84568 1.953883 0.107870987057061 0.706722747764287 455238.0704 106.7597 14.8126 0.1304865 451.922092 4.67058051449116 2.69547816992741 -2.03648550584639 0.556837114465677 1.25720150641598
894245 2007 2050.596 8110.119 26513.71 14.31385 60.11111 3.720702 0.103585010450841 0.656847109358859 40365.11636 30.46545 11.45204 0.4289722 122.3955666 3.41659325464011 2.43816788006945 -0.846363164018653 0.368592339572068 0.111473728569887
54049 2007 3554.179 7916.168 57226.52 14.28571 47.68 2.972656 0.0804217626310282 0.744357522570026 76880.42139 235.2518 12.61135 0.0434931 150.6406973 5.46065642987086 2.5345972021371 -3.13515297415875 0.636288217237883 0.482376769345313
319047 2007 5959.723 22472.77 91145.16 36.21795 44.35294 2.918011 0.0914448952056689 0.679297227368923 134175.6691 40.30494 17.90125 0.2741673 143.1086625 3.69647404208541 2.88487054281078 -1.29401677498299 0.49767796539505 0.841868769902741
601733 2007 5021.984 51280.92 59529.44 24.50569 45.44681 2.02823 0.144779209160398 0.450341898768802 132187.2119 124.5749 46.24896 0.1372016 340.8245777 4.82490714143787 3.83403897721912 -1.98630390195077 0.577529595699034 0.829392439222246
656470 2007 24513.01 115280.6 389423.2 11.42027 49.18079 3.033703 0.120402720413022 0.70978634134339 548648.4838 69.97269 16.27356 0.2242664 387.8997956 4.24810502306669 2.78954170491744 -1.49492064805286 0.63706321334658 3.44242758216817
729057 2007 4545.583 9848.136 55352.93 13.2984 47.71429 2.909549 0.0887378804040868 0.692379330872996 79945.95958 136.8759 12.96332 0.07858 70.61282688 4.91907467589161 2.56212383095698 -2.54363806485182 0.552046188962302 0.501611112519571
819172 2007 4325.271 2264.318 67657.45 26.39405 65 3.533877 0.125763061679708 0.860136998020982 78658.92312 37.09259 28.73731 0.3734505 274.9192726 3.61341721920638 3.3581962784972 -0.984969813312639 0.916979392649313 0.493535760194757
478195 2007 2091.081 4081.421 41476.09 21.10199 45.9375 2.855144 0.0823786806952742 0.80359355002853 51613.26892 37.72082 18.40618 0.2792265 0 3.6302121966594 2.9126864777886 -1.27573199855786 0.390021432512599 0.320342664951419
147633 2007 9258.754 25242.67 130525.5 15.49606 48 3.150713 0.0903378778993314 0.743263775808601 175611.2759 73.94711 39.02923 0.1514055 235.3760896 4.30335010793338 3.66431085258388 -1.88779361102964 0.522740562584266 0.509655382148792
497039 2007 19212.34 41209.64 308202.4 10.40098 39.14103 3.301748 0.115973683433668 0.737955164282717 417643.8013 80.34373 20.53753 0.1835867 903.844184 4.38631405553575 3.02225394410486 -1.6950682435068 0.776159868517463 1.21207712923191
588245 2007 3872.407 776.7411 72586.22 20.26627 52.26087 3.550967 0.0945564078335073 0.896558942062212 80960.90128 24.65095 9.339456 0.5060479 96.03344455 3.20481543929982 2.23424800643315 -0.681123950143408 0.445543920840615 0.234963039073102
999935 2007 15967.91 59266.76 167608.5 32.22432 41.80328 3.290059 0.106999172640973 0.653522018144959 256469.5532 35.79598 13.9368 0.3419148 1269.147875 3.57783559659881 2.63453282374381 -1.07319369576279 0.781996835881957 0.744320588047592
1015252 2007 5805.316 139739 29300.56 18.13446 40.96721 1.738525 0.0776362146884479 0.156545068373783 187170.1249 31.79648 7.711585 0.3119548 84.73539225 3.45935559183544 2.04272374361965 -1.16489697346246 0.514313627633096 0.543201232630795
2888789 2007 15356.88 41194.58 241933.7 93.04391 49.44231 3.396643 0.0864370740721162 0.804932478393508 300563.9684 57.98964 13.7909 0.1825632 98.85795763 4.06026437390219 2.62400895436012 -1.70065886453821 0.593109842637524 0.872290480152814
99853 2007 2692.702 20307.31 21039.8 22.08923 47.86207 2.64384 0.0895838247209766 0.437867431537548 48050.61643 25.31821 15.46126 0.4515764 62.13928765 3.23152389967427 2.73833754048511 -0.795010706708121 0.436767960740445 0.217645981878607
127701 2007 5496.502 19637.9 91061.36 21.17798 57.86486 2.663886 0.108545008217753 0.735025002362502 123888.7925 158.9587 29.49228 0.0771009 44.25070484 5.06864442005209 3.38412853418243 -2.56264032532923 0.684460187219864 0.561156128490015
152673 2007 2921.488 1452.741 82607.59 23.40116 54.27273 2.972558 0.115235828915411 0.907529969431178 91024.64137 46.34365 32.41294 0.3123533 35.77716562 3.83608428154761 3.47855772578228 -1.16362036002713 0.970761813783104 0.412297467088326
327949 2007 17064.77 26017.53 299474.7 9.395804 57.425 3.802873 0.0755273506530317 0.84847861048331 352954.9199 18.54341 22.39054 0.5024004 135.5766276 2.92011446987037 3.10863854822961 -0.688357867650121 0.879457561696659 1.59871455993558
328423 2007 25534.54 84062.22 338257.1 21.50946 52.89498 2.864833 0.117220499052704 0.693431314554404 487801.8816 211.7877 28.13868 0.0679109 127.1030884 5.35558435782657 3.33714514227045 -2.68955872710962 0.503280723029266 2.20950587882113
411576 2007 1843.466 59.31477 30618.66 19.26803 54.66667 3.731794 0.124831567773827 0.84277486682227 36330.77018 11.09328 16.79344 1.184159 10.35654794 2.40633951958103 2.82098833396306 0.169032817986187 0.802099196052151 0.164560763955055
528102 2007 7082.938 41262.37 99415.33 31.69165 60.34091 3.100628 0.13096640503435 0.638871253663114 155610.8988 121.9718 31.38746 0.1207775 10.35654794 4.80378987047356 3.44640845009022 -2.1138052691078 0.850422553151735 0.704841880846159
540739 2007 6889.929 48835.83 73855.37 11.68587 54.3913 3.562552 0.0846540926068979 0.53359636934107 138410.5557 64.86516 21.03224 0.1710392 463.2201443 4.17231065368146 3.04605649854543 -1.76586250898482 0.554037666041923 0.626932670917457
722432 2007 9093.99 34771.64 150599.3 16.3067 42.07217 2.705201 0.115699144068209 0.737821585478821 204113.4374 329.633 19.50995 0.0436927 96.03344455 5.79797991438273 2.97092459184342 -3.13057423888959 0.661137849430774 0.92453485091618
1008955 2007 3315.978 16460.32 44129.25 22.56034 47 2.947598 0.0863453010537435 0.645366037065626 68378.63703 24.00789 14.02557 0.430082 0 3.1783825263215 2.64088209229414 -0.8437793908006 0.403505969887174 0.309722053568153
1017256 2007 6017.154 19962.72 72495.84 13.29243 50.28571 3.482356 0.0727360396446654 0.728022281992171 99579.14997 14.60835 17.6506 0.6171253 442.5070484 2.68159328303985 2.87076977713579 -0.482683196278051 0.729353986456424 0.45104524104141
1166060 2007 7646.898 6167.795 123865.3 53.40996 71.75555 2.245684 0.112175675053525 0.860973449124372 143866.5735 20.92114 6.64301 0.6737558 1096.852577 3.04076013101986 1.89356517402594 -0.394887548261661 0.481034705217155 0.651645784701503
811756 2007 9818.949 31466.02 170186.3 12.05836 47.45361 2.390134 0.104968875718006 0.772689840109866 220251.7636 31.56228 13.11681 0.4609568 562.0781019 3.45196273671426 2.57389461370866 -0.774450949704031 0.439423931842534 0.23917407246241
2736714 2007 5364.692 4320.563 105246.1 90.09585 65.48781 1.537247 0.106182493931126 0.674448015727934 156047.7569 10.55812 11.41706 1.399138 179.8273324 2.35689523212581 2.43510872800139 0.335856332705615 0.56548304327504 0.169454159668745
18135 2007 8652.425 32958.3 119840.3 8.162786 65.72414 2.651828 0.0808488478865505 0.607671805700729 197212.2104 185.2772 18.39266 0.0550824 56.4902615 5.22185308200792 2.91195167198449 -2.89892503308621 0.433322296692212 0.127006335836662
25647 2007 4876.051 21695.08 54710.82 70.93275 55.77419 3.841896 0.0846156455642422 0.646550305873733 84619.58722 58.07659 15.0665 0.1705063 0 4.0617626566717 2.71247373616199 -1.76898303279458 0.866437394102525 0.0544957317349913
126012 2007 8538.503 67933.3 88708.54 36.65937 58.26027 2.201844 0.0813180965777778 0.514801495459644 172316.0107 125.6932 15.21955 0.077141 229.7270634 4.83384401707642 2.72258078563639 -2.56212036284299 0.563851166566881 0.110972972112675
138051 2007 2744.485 17126.91 41743.48 29.78723 39 3.900422 0.0988189091762537 0.655397734496877 63691.82834 95.15085 19.50257 0.123088 7.532034867 4.55546352696553 2.97054625175731 -2.09485573226556 0.515099268548466 0.0410180775510495
211338 2007 5430.597 12790.34 92043.35 19.37378 38.35294 3.670994 0.0958723583217479 0.833052140952741 110489.3025 52.97934 16.77877 0.2481448 456.6296138 3.96990202623518 2.82011439680291 -1.39374283223575 0.644467519743316 0.0711560477478101
383534 2007 9864.142 39630.74 147281.4 22.46447 54.33333 2.99941 0.13690993105455 0.693760930419753 212294.1687 51.51117 23.99091 0.3207591 254.2061768 3.94179867735564 3.17767500860405 -1.13706490488338 0.920741783168322 0.136719244875302
468673 2007 6612.185 12460.81 123306.9 12.67252 48.04546 3.412935 0.108099178798876 0.817645195893498 150807.3436 27.96063 27.96063 0.4791846 726.8413646 3.3307974493006 3.3307974493006 -0.735669369592123 0.714682312064824 0.0971212081090113
513322 2007 1743.666 10107.05 23817.24 30.06289 47.875 2.213005 0.119041760537826 0.622190085883728 38279.6842 78.71671 16.26276 0.18991 64.02229637 4.36585545817143 2.78887783141259 -1.66120500325598 0.335385763765504 0.0246524412325464
614751 2007 4548.408 20891.04 66428.78 21.24084 52.63889 2.650043 0.0806865660056863 0.69400480401121 95718.04059 41.88041 16.45895 0.2545228 84.73539225 3.73481817583025 2.80086940220569 -1.36836485957795 0.484119065976667 0.0616432298190032
673431 2007 18982.61 124231.5 170644.8 47.79661 45.28378 2.535262 0.101505519580584 0.522836307034993 326382.8424 127.5111 22.86419 0.0965633 75.32034867 4.84820341963261 3.12957193115998 -2.33755652713475 0.742008726379454 0.210193318198206
